author,statement,source,date,label
Rochelle Koff,"Marijuana is ""less toxic"" than alcohol.",Marijuana Policy Project,"August 19, 2013",mostly-true
W. Gardner,"""According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.""",Ted Cruz,"• August 19,",barely-true
Janel Davis,"Atlanta now has as many visitors as Las Vegas, San Diego and Los Angeles. Orlando, Fla., and New York City still have more visitors.",Kasim Reed,"August 19, 2013",mostly-true
Sean Gorman,"Under Obamacare, ""The IRS will have access to the American people’s protected health care information.""",Eric Cantor,"August 19, 2013",pants-fire
Dave Umhoefer,"Says that in his first two years, ""Wisconsin has seen its best two-year job growth in a decade.""",Scott Walker,"August 19, 2013",false
Caryn Shinske,"""Polls show that 96 percent of New Jerseyans – and 95 percent of gun households in the state – support expanding background checks to keep guns away from those who shouldn’t have them.""",Mark Kelly,"August 18, 2013",true
Tom Kertscher,"""Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.""",Ron Kind,"August 18, 2013",half-true
C. Eugene,"Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.",James Langevin,Jr. • August,true
Ian K.,"Says ""nearly half of Oregon's children are poor.""",Jim Francesconi,"• August 16,",half-true
W. Gardner,"""60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.""",George P. Bush,"• August 16,",mostly-true
Louis Jacobson,"Sen. Marco Rubio ""refuses to accept the basic science"" on climate change and is ""a climate change denier.""",Organizing for Action,"August 16, 2013",mostly-true
Louis Jacobson,"Many uninsured Americans are ""young.""",Rand Paul,"August 16, 2013",mostly-true
W. Gardner,"According to the U.S. Census Bureau, 71.2 percent of Hispanic registered voters in Texas and over 86 percent of African American registered voters participated in the 2012 elections.",John Cornyn,"• August 16,",mostly-true
Eric Stirgus,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",Kathleen Sebelius,"August 16, 2013",mostly-true
Sue Owen,"Says that each year, about 25,000 American women become pregnant through rape or incest.",Wendy Davis,"August 15, 2013",half-true
Louis Jacobson,"""Why didn't (uninsured Americans) buy insurance? Because of the expense.""",Rand Paul,"August 15, 2013",true
Louis Jacobson,"Of the roughly 15 percent of Americans who don’t have health insurance, ""half of them made more than $50,000 a year.""",Rand Paul,"August 15, 2013",false
Janel Davis,"I have the most Grammys of anyone my age, but I haven't won one against a white person.",Kanye West,"August 15, 2013",barely-true
Becky Bowers,"Says ""President Obama just granted all of Congress an exception"" to Obamacare.",Ted Cruz,"August 14, 2013",false
Julie Kliegman,"""Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.""",Bill Foster,"August 14, 2013",true
Jon Greenberg,"Says Mitch McConnell pushed ""the Wall Street bailout through the U.S. Senate"" and called it ""the Senate at its finest.""",Matt Bevin,"August 14, 2013",mostly-true
Jon Greenberg,Says Matt Bevin has repeatedly failed to pay his taxes.,Mitch McConnell,"August 14, 2013",barely-true
Dave Umhoefer,"Says President Franklin Delano Roosevelt ""felt there wasn’t a need in the public sector to have collective bargaining because the government is the people.""",Scott Walker,"August 13, 2013",true
Katie Sanders,"""For anybody who's trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that I passed.""",Rick Kriseman,"August 13, 2013",mostly-true
Katie Sanders,"Says that while Foster was mayor, Rick Kriseman was ""ineffective"" in the Florida House of Representatives because ""there was no legislation that passed the House that had (Kriseman’s) name on it.""",Bill Foster,"August 13, 2013",half-true
Louis Jacobson,"Says President Barack Obama ""has taken 92 days of vacation since he was sworn in,"" compared to 367 for President George W. Bush at the same point in his presidency.",Al Sharpton,"August 12, 2013",mostly-true
Louis Jacobson,"A United Nations working group has ""adopted a proposed agenda"" to enable member nations to ""disarm civilians within their borders.""",Chain email,"August 12, 2013",pants-fire
Eric Stirgus,Says there are half as many students in one Georgia technical college than there were two years ago.,DuBose Porter,"August 12, 2013",mostly-true
Nancy Madsen,Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.,Ken Cuccinelli,"August 12, 2013",half-true
Caryn Shinske,"""We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesn’t support any of these ideas.""",Rush Holt,"August 11, 2013",half-true
Tom Kertscher,"On average, college students ""are taking six years to get a four-year degree.""",Ron Johnson,"August 11, 2013",mostly-true
C. Eugene,"Twenty four states have voter ID or comparable restrictions; before Barack Obama was elected, it was two.",James Vincent,Jr. • August,half-true
Sean Gorman,"""Every (personhood) bill I’ve ever support has either had language that says we’re conforming to the constitutional rulings of the Supreme Court or something to that effect.""",Ken Cuccinelli,"August 10, 2013",false
Yuxing Zheng,"Says ""in Oregon today, the average debt upon college graduation is more than $24,000.""",Jeff Merkley,"August 10, 2013",mostly-true
Robert Higgs,"""Ohioans can expect to pay up to 41 percent more for their insurance premiums when Obamacare takes effect next year.""",Mary Taylor,"August 9, 2013",half-true
Julie Kliegman,"""If we use (Tax Increment Financing) funding, that's going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.""",Kathleen Ford,"August 9, 2013",false
Julie Kliegman,"""If we don't spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.""",Bill Foster,"August 9, 2013",half-true
Ian K.,"Says ""nearly 29,000 Oregonians — almost 5 percent of all homeowners — are 90 days or more delinquent on their mortgage.""",Ellen Rosenblum,"• August 9,",true
Sue Owen,"Says ""the acting chief of the IRS said he – and the majority of IRS employees – would rather stay with his current"" health ""plan than switch to Obamacare.""",Jeb Hensarling,"August 9, 2013",half-true
W. Gardner,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an ""operational profit year after year.""",Jim Hightower,"• August 9,",barely-true
Dave Umhoefer,"""Unemployment has been on the rise throughout Wisconsin"" as Paul Ryan stepped up his advocacy of ""immigration increases.""",Federation for American Immigration Reform,"August 9, 2013",barely-true
Eric Stirgus,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",Mike Collins,"August 9, 2013",mostly-true
Katie Sanders,"""There is no planned air-conditioned restaurant out on the Lens.""",Kathleen Ford,"August 8, 2013",mostly-true
Becky Bowers,"Says Florida refused to allow the insurance commissioner to ""negotiate lower rates with companies or refuse rates that are too high"" under Obamacare.",Ted Deutch,"August 8, 2013",true
W. Gardner,Says some Austin school district classrooms lack electrical outlets.,Ramey Ko,"• August 8,",pants-fire
Louis Jacobson,"""Obamacare … carries on even under a government shutdown.""",Paul Ryan,"August 8, 2013",mostly-true
Jon Greenberg,"""Half of all adults have a pre-existing condition"" that could affect their health care coverage.",Jan Schakowsky,"August 7, 2013",mostly-true
Andra Lim,"""Texas women make an average of $8,355 less per year than men doing the very same job.""",Wendy Davis,"August 7, 2013",barely-true
Louis Jacobson,"""This year, the overwhelming majority of new jobs are part time.""",Susan Collins,"August 7, 2013",true
Louis Jacobson,"""Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.""",Alan Krueger,"August 7, 2013",true
Janel Davis,"""The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.""",Nancy Gordeuk,"August 7, 2013",half-true
Sue Owen,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,ForAmerica,"August 6, 2013",false
Eric Stirgus,"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",Michelle Nunn,"August 6, 2013",true
Louis Jacobson,"The federal deficit is ""growing.""",Eric Cantor,"August 5, 2013",half-true
Amy Sherman,"Under Obamacare, people who ""have a doctor they’ve been seeing for the last 15 or 20 years, they won’t be able to keep going to that doctor.""",Marco Rubio,"August 5, 2013",barely-true
Sean Gorman,A judge took the Star Scientific tax case away from Ken Cuccinelli,Terry McAuliffe,"August 5, 2013",barely-true
C. Eugene,"""For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.""",Brian Schatz,Jr. • August,half-true
Caryn Shinske,"""In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.""",Chris Christie,"August 4, 2013",true
Tom Kertscher,"A Republican housing finance reform bill ""would eliminate a person’s ability to obtain 15- and 30-year mortgages.""",Gwen Moore,"August 4, 2013",half-true
W. Gardner,"Says Greg Abbott ""converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.""",Lone Star Project,"• August 2,",false
Sue Owen,"Says the 2014-15 state budget ""cut border security and funding to fight criminal gangs.""",Dan Patrick,"August 2, 2013",barely-true
Becky Bowers,"Says about NSA data collection: ""Every member in both parties who served on the Intelligence Committee voted in favor of this.""",Tom Cole,"August 2, 2013",mostly-true
Amy Sherman,"Rick Scott ""increased tuition at our state colleges and universities by double digits.""",Florida Democratic Party,"August 2, 2013",barely-true
Louis Jacobson,"""This year, we're off to our best private-sector jobs growth since 1999.""",Barack Obama,"August 2, 2013",mostly-true
Janel Davis,"""A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.""",Don Lemon,"August 2, 2013",mostly-true
Katie Sanders,"""The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents.""",Rick Kriseman,"August 1, 2013",half-true
Louis Jacobson,"""Even the employees’ union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.""",Marco Rubio,"August 1, 2013",barely-true
Ian K.,"Says Oregon’s political tax credit is something ""every state should have and no other state does.""",Kari Chisholm,"• August 1,",false
W. Gardner,"""Our recent state budgets have far exceeded population and inflation growth.""",Tom Pauken,"• August 1,",barely-true
Jon Greenberg,"The sequester has ""already lost 1.6 million jobs.""",Harry Reid,"August 1, 2013",false
Tom Feran,"Says the State Department spent $630,000 to get 2 million Facebook ""Likes.""",Rob Portman,"August 1, 2013",true
C. Eugene,"""The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.""",David Cicilline,Jr. • August,true
Louis Jacobson,"The minimum wage is ""lower right now than it was when Ronald Reagan took office.""",Barack Obama,"July 31, 2013",mostly-true
W. Gardner,"Says a Justice Department memo ""directs that you must openly embrace gay marriage and homosexuality.""",Louie Gohmert,"• July 31,",barely-true
Jon Greenberg,"The ""most realistic estimates"" for jobs created by Keystone XL are ""maybe 2,000 jobs during the construction of the pipeline.""",Barack Obama,"July 31, 2013",false
Eric Stirgus,"Government subsidies for renewable energies such as wind and solar are 100 times greater than those given to gas and coal, and 50 times greater than what the nuclear industry enjoys.",Tom Fanning,"July 31, 2013",half-true
Amy Sherman,"""Over 12,000 school kids were arrested in Florida. It makes Florida the nation's leader in that area.""",Dream Defenders,"July 30, 2013",half-true
Louis Jacobson,Ninety million Americans either aren’t working or aren’t looking for work.,Bloggers,"July 30, 2013",barely-true
Jon Greenberg,"""I was banned from talking about"" Bill Ayers during the 2008 presidential campaign.",Sarah Palin,"July 30, 2013",pants-fire
Janel Davis,A provision of the Senate immigration bill would require you to have government permission to get a second job.,Charles Kuck,"July 30, 2013",half-true
Louis Jacobson,"""More than 72 percent of children in the African-American community are born out of wedlock.""",Don Lemon,"July 29, 2013",true
Ian K.,"Says HJM 20 ""was the only bill not assigned to a House committee.""",Oregon Catalyst,"• July 29,",false
Stephen Koff,"""I was filibustered.""",Rob Portman,"July 29, 2013",mostly-true
Becky Bowers,"Under Obamacare, ""75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.""",Marco Rubio,"July 29, 2013",pants-fire
Louis Jacobson,"President Barack Obama has ""announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.""",John Boehner,"July 29, 2013",half-true
Tom Kertscher,"The federal Consumer Financial Protection Bureau is ""collecting financial information, monitoring financial information of millions of Americans"" without their knowledge and ""storing it for up to 10 years.""",Sean Duffy,"July 29, 2013",half-true
Bill Wichert,"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",Rush Holt,"July 28, 2013",true
Gregory Smith,"""Rhode Island has the highest percentage of lawyers per capita in the country.""",Helio Melo,"July 28, 2013",false
Sue Owen,Says residents of Texas and San Antonio can be fired or denied jobs because they are gay.,Leticia Van de Putte,"July 26, 2013",half-true
Julie Kliegman,"""U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!""",Chain email,"July 26, 2013",pants-fire
Katie Sanders,"Rick Scott  ""invested $38 million in the Port of Jacksonville's vital Mile Point Project,"" which ""covered missing federal funds for the project.""",Republican Party of Florida,"July 26, 2013",mostly-true
Louis Jacobson,"""Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.""",Barack Obama,"July 26, 2013",half-true
Ian K.,"Says the reasoning behind Portland's high water and sewer rates is ""all kinds of ’pet projects’ unrelated to the core function of the water and sewer bureaus""",Portlanders for Water Reform,"• July 26,",barely-true
Dave Umhoefer,"The Republican-authored state budget includes a provision ""forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.""",Dave Hansen,"July 26, 2013",false
Janel Davis,"""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",Karen Handel,"July 26, 2013",true
Jon Greenberg,"Says ""our deficits are falling at the fastest rate in 60 years.""",Barack Obama,"July 25, 2013",true
Louis Jacobson,"""The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical family’s incomes barely budged.""",Barack Obama,"July 25, 2013",true
Amy Sherman,"Patrick Murphy voted for Obamacare in 2010, ""yet he reversed himself and voted to delay"" the employer mandate and the individual mandate.",Americans for Prosperity,"July 25, 2013",barely-true
Bill Wichert,"""Most of the U.S. Senate is comprised of multimillionaires.""",Sheila Oliver,"July 25, 2013",mostly-true
C. Eugene,"""In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.""",BuzzFeed,Jr. • July,pants-fire
Louis Jacobson,"""Gangs have increased by 40 percent since this president was elected.""",Newt Gingrich,"July 24, 2013",half-true
Amy Sherman,"""Homicides against blacks have tripled"" since Florida’s ""stand your ground"" law has been in existence.",Jesse Jackson,"July 24, 2013",false
Jon Greenberg,"Says last year ""13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.""",Barack Obama,"July 24, 2013",half-true
Eric Stirgus,"""The U.S. Postal Service doesn’t run on your tax dollars. It’s funded solely by stamps and postage.""",American Postal Workers Union,"July 24, 2013",half-true
Katie Sanders,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of  ""stand your ground.""",Instagram posts,"July 23, 2013",false
Amy Sherman,"""The FL Guard has defended our freedom in Afghanistan, Iraq, and put their lives at risk; now the fed govt is going to cut their pay 20%.""",Rick Scott,"July 23, 2013",half-true
Sue Owen,Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,Roger Williams,"July 23, 2013",barely-true
Louis Jacobson,"""The president … by executive order"" could grant voting rights to illegal immigrants who are newly legalized under pending legislation.",Michele Bachmann,"July 23, 2013",pants-fire
Eric Stirgus,"A ""hidden"" provision in the health care law taxes sporting goods as medical devices.",Chain email,"July 23, 2013",pants-fire
Jon Greenberg,"""The president has had 1,540 of his nominations confirmed, only four defeated.""",Mitch McConnell,"July 22, 2013",half-true
Jeffrey S.,"New school testing standards ""will consume approximately twenty days of testing for elementary, middle and high school students.""",Will Weatherford,"• July 22,",mostly-true
Sean Gorman,"""In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.""",Democratic Party of Virginia,"July 22, 2013",barely-true
C. Eugene,"The ocean is now ""much more acidic . . . than it has been for many millions of years.""",Al Gore,Jr. • July,half-true
Eric Stirgus,"The city of Brookhaven’s ordinance could cause the Pink Pony to close, thereby ""putting 300 Pink Pony employees out of work in this economy.""",Pink Pony,"July 22, 2013",half-true
Tom Kertscher,"""We’re importing about 10 percent of our milk supply. We’re America’s Dairyland, but yet we don’t have enough milk in this state to meet the demand for our cheesemakers.""",Scott Walker,"July 21, 2013",mostly-true
Dave Umhoefer,On residency requirements for public workers,Chris Abele,"July 21, 2013",half-flip
C. Eugene,"The oceans ""have become 30 percent more acidic.""",Sheldon Whitehouse,Jr. • July,mostly-true
Warren Fiske,"Says an investigative report concluded Ken Cuccinelli ""should have been prosecuted"" for disclosure violations, but Virginia's law was too weak.",Terry McAuliffe,"July 20, 2013",pants-fire
Janie Har,"Portland Bureau of Transportation ""barely break(s) even"" ticketing motorists.",Portland Bureau of Transportation (PBOT),"July 20, 2013",half-true
Katie Sanders,"""Since I was elected, crime rates have been at their lowest in over a decade.""",Bill Foster,"July 19, 2013",mostly-true
W. Gardner,"""Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.""",Facebook posts,"• July 19,",half-true
Becky Bowers,"Food stamp spending ""doubled under President Bush, doubled again under President Obama.""",Tom Cole,"July 19, 2013",true
Janel Davis,"""Georgia is nearly 50 percent Democratic and (the Republican majority) diminished our voting strength to 32 percent through gerrymandered maps.""",Nikema Williams,"July 19, 2013",half-true
Jon Greenberg,"Says Barack Obama is getting his nominees confirmed ""faster than President (George W.) Bush was at the same time in his second term.""",Mitch McConnell,"July 18, 2013",false
Sue Owen,"Says in Texas ""it's legal to shoot someone who's committing a ‘public nuisance’ under the cover of dark.""",Robert Reich,"July 18, 2013",false
Gregory Smith,"Farming is ""one of the fastest growing areas of our economy.""",Lincoln Chafee,"July 18, 2013",barely-true
Amy Sherman,"""In the 513 days between Trayvon dying, and today’s verdict, 11,106 African-Americans have been murdered by other African-Americans.""",X posts,"July 17, 2013",barely-true
Becky Bowers,"""This is the same (farm) bill we voted on a few weeks ago, with the exception of one or two sentences.""",John Boehner,"July 17, 2013",barely-true
W. Gardner,"Says Austin is the ""largest city in America without a congressional district anchored in it.""",Elliott Naishtat,"• July 17,",true
Katie Sanders,"""Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.""",Kathleen Ford,"July 16, 2013",pants-fire
Jon Greenberg,Says health insurance premiums will rise under Obamacare.,Americans for Prosperity,"July 16, 2013",half-true
Eric Stirgus,"Says ""excise taxes are...disproportionately burdening middle- and lower-income consumers.""",David Sutton,"July 16, 2013",mostly-true
Sean Gorman,"""Women still earn about 77 cents for every dollar a man earns for working the same job.""",Terry McAuliffe,"July 15, 2013",barely-true
Eric Stirgus,"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",Karl Rove,"July 15, 2013",mostly-true
Caryn Shinske,"""Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.""",Barbara Buono,"July 14, 2013",true
C. Eugene,"In Rhode Island, 9 percent of workers use the state's temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",Patricia Morgan,Jr. • July,barely-true
Janie Har,"Says that in Curry County, ""if you make a 911 call you’re likely to wait for an hour for a response.""",Jeff Kruse,"July 13, 2013",half-true
Katie Sanders,"""A little-known unit of the Department of Justice, the Community Relations Service, was deployed to Sanford, FL, following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman.""",Judicial Watch,"July 12, 2013",barely-true
Sue Owen,"Says if Texas abortion measure passes, ""someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.""",Gilberto Hinojosa,"July 12, 2013",pants-fire
Becky Bowers,Says Obama administration delay of health care law's employer mandate affects about 1 percent of the American workforce.,Robert Menendez,"July 12, 2013",mostly-true
Nancy Madsen,"""Twenty-four percent of doctors in Virginia currently don’t accept new Medicaid patients because the reimbursement rates are so low.""",Dave Schwartz,"July 12, 2013",mostly-true
Janel Davis,Paula Deen supported and campaigned for Barack Obama.,Larry Elder,"July 12, 2013",false
Tom Kertscher,"""Upwards of 90 percent"" of women seeking an abortion decide not to have an abortion after seeing an ultrasound.",Rachel Campos-Duffy,"July 12, 2013",false
Amy Sherman,"Miami-Dade has ""the nation’s highest-rated tap water.""",Miami-Dade County,"July 12, 2013",false
Brandon Blackwell,"Says proposed anti-abortion legislation ""would force women facing the most personal of health decisions to endure a transvaginal ultrasound.""",Ohio Democratic Party,"July 12, 2013",half-true
Louis Jacobson,"""There was a Gallup poll in Egypt last year, and 70 percent of Egyptians don't want our money.""",Rand Paul,"July 11, 2013",true
W. Gardner,Says a growing number of extremely premature babies survive into healthy childhood.,Rick Perry,"• July 11,",mostly-true
Sue Owen,"Says Texas has more than 80,000 abortions each year.",Jonathan Stickland,"July 10, 2013",barely-true
Louis Jacobson,"""More Americans receive food aid than work in (the) private sector.""",Allen West,"July 10, 2013",false
Jon Greenberg,"Says ""Canada has one-tenth of our population—yet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).""",Jeb Bush,"July 10, 2013",half-true
Nancy Madsen,"""I’m the only candidate for governor who’s rolled out any policies so far.""",Ken Cuccinelli,"July 10, 2013",false
Stephen Koff,"Most Americans want ""traditional marriage,"" as defined by the Defense of Marriage Act.",Bill Johnson,"July 10, 2013",barely-true
C. Eugene,"Economic Development Commission Executive Director Keith Stokes ""sent me a letter and he said the taxpayers will never be on the hook for these bonds"" for 38 Studios.",Charlene Lima,Jr. • July,true
Eric Stirgus,Electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,Americans for Prosperity Georgia chapter,"July 10, 2013",half-true
Henry J.,"Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a  ""mandatory vaginal probe.""",Rachel Maddow,"• July 9,",pants-fire
Katie Sanders,"Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally.""",Chain email,"July 9, 2013",pants-fire
Louis Jacobson,"The Senate immigration bill ""unleashes a massive increase in overall immigration. … We're talking about a population increase under the Senate bill of over 70 million people in 20 years.""",Dan Stein,"July 9, 2013",false
Tom Feran,"""Every major religion is opposed to same-sex marriage.""",Phil Burress,"July 9, 2013",half-true
Janel Davis,Women in the United States are paid about 70 percent of what men earn for the same work.,Jimmy Carter,"July 9, 2013",barely-true
Amy Sherman,"""We're already seeing bakers and florists and photographers forced to participate in same-sex marriages under the threat of law and in some cases even jail.""",Tony Perkins,"July 8, 2013",half-true
Jon Greenberg,"Says under the Senate immigration bill, newly legalized immigrants will ""pay every tax possible, but you don’t get a single benefit"" for 10 years.",Luis Gutierrez,"July 8, 2013",mostly-true
Becky Bowers,"""In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.""",Gabrielle Giffords,"July 8, 2013",mostly-true
Sean Gorman,"Says Ken Cuccinelli ""attacked churches for helping the poor.""",Paul Begala,"July 8, 2013",false
Eric Stirgus,"""It is against the law for the NSA to record or monitor Americans’ phone calls without getting a specific FISA warrant to do so.""",Lynn Westmoreland,"July 8, 2013",true
Caryn Shinske,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,Barbara Buono,"July 7, 2013",true
Dave Umhoefer,"""Currently, it takes up to 25 years to obtain U.S. citizenship legally"" but the Senate bill ""would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.""",Jim Sensenbrenner,"July 7, 2013",half-true
C. Eugene,"Rhode Island's graduated driving license ""has saved hundreds of lives.""",Joseph McNamara,Jr. • July,false
Katie Sanders,"Says Florida ""rubber-stamped phony horse racing.""",United Florida Horsemen,"July 5, 2013",half-true
W. Gardner,"""Abortion is the second-most conducted surgical procedure in this country.""",Rick Perry,"• July 5,",pants-fire
Tom Feran,"""About 95 percent of (Ohio’s) electricity comes from burning coal.""",John Boehner,"July 5, 2013",half-true
Amy Sherman,"Says President Obama has cracked down ""on employers who are attracting undocumented immigrants and hiring them more than any previous president.""",Debbie Wasserman Schultz,"July 3, 2013",half-true
Louis Jacobson,"In South Florida, ""we've had nine inches of sea-level rise since the 1920s.""",Debbie Wasserman Schultz,"July 3, 2013",true
Sue Owen,"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",Sarah Ponder,"July 3, 2013",mostly-true
Warren Fiske,"Says Terry McAuliffe ""opposes"" Virginia’s right-to-work law.",Ken Cuccinelli,"July 3, 2013",false
Dave Umhoefer,"""When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.""",David A. Clarke Jr.,"July 3, 2013",false
Janel Davis,Bob Barr has changed his position on the Defense of Marriage Act over the years.,Edward Lindsey,"July 3, 2013",true
Louis Jacobson,"""Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid"" in fiscal year 2014.",Todd Young,"July 2, 2013",false
Eric Stirgus,Michelle Nunn has praised the Occupy movement.,National Republican Senatorial Committee,"July 2, 2013",barely-true
Louis Jacobson,"If it is enacted, the Senate immigration bill is ""going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.""",Bill Maher,"July 1, 2013",true
Amy Sherman,"""President Obama has the most border patrols and border security deployed at the border of any previous president.""",Debbie Wasserman Schultz,"July 1, 2013",mostly-true
Becky Bowers,"""In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)""",Joe Manchin,"July 1, 2013",mostly-true
Sean Gorman,"""In 1960, most black children were raised in two-parent, monogamous families."" Today ""we have only 20 percent of black children being raised in two-parent, monogamous families...""",E.W. Jackson,"July 1, 2013",mostly-true
Eric Stirgus,"""(T)he United States government and its Constitution says that people can be put to death.""",Jimmy Carter,"July 1, 2013",true
Caryn Shinske,"""Not one tax has been raised since I've been governor.""",Chris Christie,"June 30, 2013",half-true
C. Eugene,"""Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.""",Raymond Gallison,Jr. • June,half-true
Janie Har,"Says ""the mandate is 71 times that a child’s body will be injected with a disease"" for immunizations.",Jason Conger,"June 29, 2013",false
Sue Owen,Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,Gene Green,"June 28, 2013",mostly-true
Louis Jacobson,"Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with ""taxpayer-funded health care for life.""",Patriot Majority USA,"June 28, 2013",pants-fire
W. Gardner,"Says Wendy Davis, ""born into difficult circumstances,"" was the daughter of a single mother and a teenage mother herself.",Rick Perry,"• June 28,",half-true
Louis Jacobson,"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""",Richard Durbin,"June 28, 2013",half-true
Eric Stirgus,"The Southern Baptist Convention voted 13 years ago ""that women were inferior and had to be subservient to their husbands.""",Jimmy Carter,"June 28, 2013",barely-true
Tom Kertscher,"A private school tax break in the Wisconsin state budget is ""the most generous in the nation.""",Tony Evers,"June 27, 2013",half-true
Jon Greenberg,"The Senate immigration bill ""has immediate legalization ... and the border security is sometime in the future, and just like in 1986, it's designed never to come into being.""",Ted Cruz,"June 27, 2013",barely-true
Becky Bowers,"The immigration bill ""has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.""",Jeff Sessions,"June 27, 2013",false
Robert Higgs,Says Delaware County has more waterfront property than any other county in the state of Ohio,Kris Jordan,"June 27, 2013",true
W. Gardner,"Says unsuccessful Texas abortion legislation ""was supported by a majority of"" Texans.",Jerry Patterson,"• June 27,",barely-true
Louis Jacobson,"As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were days where folks couldn't go outside. … because of all the pollution in the air.""",Barack Obama,"June 26, 2013",mostly-true
Amy Sherman,"The immigration bill includes free ""Obamacars,"" motorcycles or scooters.",Bloggers,"June 26, 2013",pants-fire
